	Date	Workout Name	Exercise Name	Set Order	Weight	Weight Unit	Reps	RPE	Distance	Distance Unit	Seconds	Notes	Workout Notes	Workout Duration
246	2021-10-22 19:05:26	Evening Workout	Bicep Curl (Dumbbell)	3	40	lbs	30				0			1h 36m
247	2021-10-22 19:05:26	Evening Workout	Bicep Curl (Dumbbell)	4	40	lbs	30				0			1h 36m
248	2021-10-22 19:05:26	Evening Workout	Shrug (Dumbbell)	1	70	lbs	25				0			1h 36m
249	2021-10-22 19:05:26	Evening Workout	Shrug (Dumbbell)	2	80	lbs	25				0			1h 36m
250	2021-10-22 19:05:26	Evening Workout	Shrug (Dumbbell)	3	80	lbs	22				0			1h 36m
251	2021-10-22 19:05:26	Evening Workout	Shrug (Dumbbell)	4	80	lbs	25				0			1h 36m
252	2021-10-22 19:05:26	Evening Workout	Bicep Curl (Barbell)	1	70	lbs	12				0			1h 36m
253	2021-10-22 19:05:26	Evening Workout	Bicep Curl (Barbell)	2	70	lbs	12				0			1h 36m
254	2021-10-22 19:05:26	Evening Workout	Bicep Curl (Barbell)	3	70	lbs	12				0			1h 36m
255	2021-10-22 19:05:26	Evening Workout	Bicep Curl (Barbell)	4	70	lbs	12				0			1h 36m
256	2021-10-23 11:50:22	Morning Workout	Lying Leg Curl (Machine)	1	120	lbs	20				0			1h 6m
257	2021-10-23 11:50:22	Morning Workout	Lying Leg Curl (Machine)	2	130	lbs	12				0			1h 6m
258	2021-10-23 11:50:22	Morning Workout	Lying Leg Curl (Machine)	3	130	lbs	12				0			1h 6m
259	2021-10-23 11:50:22	Morning Workout	Lying Leg Curl (Machine)	4	140	lbs	6				0			1h 6m
260	2021-10-23 11:50:22	Morning Workout	Hip Abductor (Machine)	1	250	lbs	17				0			1h 6m
261	2021-10-23 11:50:22	Morning Workout	Hip Abductor (Machine)	2	250	lbs	20				0			1h 6m
